구분,충전소ID(cs_id),충전소명(cs_name),우편번호(zcode),충전기명(cp_name),커넥터 ID(connector_id),충전시작일시(start_timestamp),충전종료일시(stop_timestamp),충전시간(charging_time),충전요금(합계) (charging_fee),hour,charging_type
209,1,한전KDN 본사,58322,급속-100-01,1.0,2025-09-01 10:12:00,2025-09-01 11:02,0:49:46,21205,10.0,급속
210,1,한전KDN 본사,58322,완속-007-01,2.0,2025-09-01 09:22:00,2025-09-01 10:09,0:47:02,1721,9.0,완속
211,1,한전KDN 본사,58322,급속-200-01,1.0,2025-09-01 10:04:00,2025-09-01 10:09,0:04:55,3796,10.0,급속
212,1,한전KDN 본사,58322,급속-100-01,2.0,2025-09-01 09:13:00,2025-09-01 9:32,0:19:18,10021,9.0,급속
213,1,한전KDN 본사,58322,급속-100-01,1.0,2025-09-01 08:42:00,2025-09-01 9:10,0:27:28,14549,8.0,급속
214,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-28 18:59:00,2025-09-01 8:50,85:51:04,14659,18.0,완속
215,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-30 06:46:00,2025-08-31 15:19,32:32:17,23520,6.0,완속
216,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-31 12:43:00,2025-08-31 12:54,0:10:27,2043,12.0,급속
217,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-29 20:56:00,,60:06:21,0,20.0,완속
218,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-29 19:01:00,2025-08-29 20:01,1:00:14,21812,19.0,급속
219,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-29 18:07:00,2025-08-29 18:29,0:21:37,11072,18.0,급속
220,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-29 17:58:00,,63:04:13,0,17.0,완속
221,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-29 08:44:00,2025-08-29 13:26,4:42:38,5259,8.0,완속
222,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-29 07:47:00,2025-08-29 12:50,5:03:51,10584,7.0,완속
223,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-29 08:43:00,2025-08-29 9:43,0:59:38,12758,8.0,급속
224,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-27 17:28:00,2025-08-29 8:43,39:15:25,11109,17.0,완속
225,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-28 07:52:00,2025-08-28 19:11,11:18:59,6803,7.0,완속
226,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-28 12:53:00,2025-08-28 18:18,5:24:32,845,12.0,완속
227,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-28 16:45:00,,88:17:08,0,16.0,완속
228,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-28 15:36:00,2025-08-28 15:55,0:18:35,15583,15.0,급속
229,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-28 14:07:00,2025-08-28 14:42,0:34:25,1219,14.0,완속
230,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-28 12:50:00,2025-08-28 13:34,0:43:57,9746,12.0,급속
231,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-28 12:54:00,2025-08-28 12:59,0:04:56,759,12.0,급속
232,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-28 08:12:00,2025-08-28 12:28,4:15:43,4717,8.0,완속
233,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-28 11:41:00,2025-08-28 12:14,0:32:33,15080,11.0,급속
234,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-28 10:54:00,2025-08-28 11:04,0:10:01,4382,10.0,급속
235,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-28 10:31:00,2025-08-28 10:59,0:28:45,1023,10.0,완속
236,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-27 17:38:00,2025-08-28 9:00,15:21:29,16842,17.0,완속
237,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 18:00:00,2025-08-28 6:15,12:15:08,6570,18.0,완속
238,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-27 18:01:00,2025-08-28 5:17,11:16:06,4046,18.0,완속
239,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-27 18:10:00,2025-08-27 18:24,0:14:41,2082,18.0,급속
240,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-27 17:34:00,2025-08-27 18:00,0:26:43,5617,17.0,급속
241,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 17:16:00,2025-08-27 17:17,0:01:44,59,17.0,완속
242,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-27 17:13:00,2025-08-27 17:14,0:00:42,19,17.0,완속
243,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-27 15:45:00,2025-08-27 16:04,0:19:11,3280,15.0,급속
244,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-27 14:58:00,2025-08-27 15:44,0:46:42,12225,14.0,급속
245,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-27 15:22:00,2025-08-27 15:23,0:00:21,9,15.0,완속
246,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-27 15:22:00,2025-08-27 15:23,0:00:21,9,15.0,완속
247,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 15:14:00,2025-08-27 15:14,0:00:35,0,15.0,완속
248,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 15:14:00,2025-08-27 15:14,0:00:35,0,15.0,완속
249,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 15:12:00,2025-08-27 15:13,0:00:44,23,15.0,완속
250,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 15:12:00,2025-08-27 15:13,0:00:44,23,15.0,완속
251,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 15:05:00,2025-08-27 15:11,0:05:54,0,15.0,완속
252,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-27 15:11:00,2025-08-27 15:11,0:00:25,11,15.0,완속
253,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 14:53:00,2025-08-27 14:58,0:04:32,0,14.0,완속
254,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-27 14:27:00,2025-08-27 14:53,0:26:03,0,14.0,완속
255,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-27 14:23:00,2025-08-27 14:25,0:01:38,0,14.0,완속
256,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-27 13:53:00,2025-08-27 14:23,0:30:37,14466,13.0,급속
257,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-27 13:24:00,2025-08-27 14:22,0:57:51,0,13.0,완속
258,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-27 09:42:00,2025-08-27 10:10,0:27:32,16066,9.0,급속
259,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-27 09:42:00,2025-08-27 9:49,0:07:20,2744,9.0,급속
260,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-17 19:07:00,2025-08-27 9:28,230:21:41,11911,19.0,완속
261,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-27 07:33:00,2025-08-27 8:05,0:32:06,15032,7.0,급속
262,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-26 17:22:00,2025-08-27 6:59,13:37:03,8661,17.0,완속
263,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-25 16:53:00,2025-08-26 15:49,22:56:06,9868,16.0,완속
264,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-26 10:12:00,2025-08-26 11:00,0:47:41,20712,10.0,급속
265,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-26 08:36:00,2025-08-26 9:00,0:23:40,5361,8.0,급속
266,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-25 09:16:00,2025-08-25 19:32,10:15:40,8035,9.0,완속
267,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-25 17:09:00,2025-08-25 18:25,1:16:08,8167,17.0,급속
268,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-25 17:12:00,2025-08-25 18:14,1:02:39,30962,17.0,급속
269,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-25 13:35:00,2025-08-25 13:52,0:17:12,10881,13.0,급속
270,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-25 11:12:00,2025-08-25 11:58,0:46:00,16496,11.0,급속
271,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-25 07:44:00,2025-08-25 11:41,3:57:04,8620,7.0,완속
272,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-25 08:10:00,2025-08-25 8:27,0:16:59,8293,8.0,급속
273,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-25 07:56:00,2025-08-25 8:25,0:29:35,18949,7.0,급속
274,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-24 15:04:00,2025-08-25 6:34,15:30:03,20894,15.0,완속
275,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-24 17:59:00,2025-08-24 18:23,0:24:08,5193,17.0,급속
276,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-24 17:50:00,2025-08-24 18:02,0:11:37,1989,17.0,급속
277,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-23 13:21:00,2025-08-23 13:51,0:29:56,12037,13.0,급속
278,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-23 09:58:00,2025-08-23 10:25,0:26:56,5515,9.0,급속
279,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-23 02:00:00,2025-08-23 2:27,0:26:25,11003,2.0,급속
280,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-22 14:04:00,2025-08-22 14:54,0:50:00,9554,14.0,급속
281,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-22 13:14:00,2025-08-22 13:30,0:15:36,3176,13.0,급속
282,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-22 12:21:00,2025-08-22 13:24,1:03:37,18286,12.0,급속
283,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-22 07:41:00,2025-08-22 12:42,5:01:14,11055,7.0,완속
284,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-22 08:51:00,2025-08-22 9:46,0:54:50,27326,8.0,급속
285,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-22 07:14:00,2025-08-22 7:20,0:05:13,1852,7.0,급속
286,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-22 00:45:00,2025-08-22 1:10,0:25:04,10347,0.0,급속
287,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-21 12:45:00,2025-08-21 18:00,5:15:00,4384,12.0,완속
288,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-21 16:23:00,2025-08-21 17:25,1:01:32,11279,16.0,급속
289,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-21 16:09:00,2025-08-21 17:17,1:07:16,18984,16.0,급속
290,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-21 12:46:00,2025-08-21 13:12,0:25:41,21139,12.0,급속
291,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-21 11:22:00,2025-08-21 12:00,0:38:09,10812,11.0,급속
292,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-19 18:51:00,2025-08-21 9:51,38:59:36,8628,18.0,완속
293,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-21 09:00:00,2025-08-21 9:30,0:29:27,8668,9.0,급속
294,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-21 08:08:00,2025-08-21 8:38,0:29:55,6187,8.0,급속
295,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-21 01:14:00,2025-08-21 1:45,0:31:04,12814,1.0,급속
296,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-20 20:01:00,2025-08-20 20:27,0:26:33,14317,20.0,급속
297,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-20 13:32:00,2025-08-20 13:48,0:16:08,2477,13.0,급속
298,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-20 11:18:00,2025-08-20 11:37,0:19:26,2775,11.0,급속
299,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-20 08:37:00,2025-08-20 8:55,0:17:58,2913,8.0,급속
300,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-19 15:07:00,2025-08-19 16:23,1:16:50,17658,15.0,급속
301,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-19 12:15:00,2025-08-19 12:56,0:40:35,11336,12.0,급속
302,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-19 10:59:00,2025-08-19 12:07,1:07:28,19789,10.0,급속
303,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-19 09:33:00,2025-08-19 10:41,1:07:34,16878,9.0,급속
304,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-19 09:29:00,2025-08-19 10:24,0:54:12,13657,9.0,급속
305,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-19 09:14:00,2025-08-19 10:21,1:07:10,18096,9.0,급속
306,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-19 06:02:00,2025-08-19 6:27,0:24:30,8622,6.0,급속
307,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-18 21:13:00,2025-08-18 22:13,1:00:00,24296,21.0,급속
308,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-18 20:57:00,2025-08-18 21:57,1:00:07,7520,20.0,급속
309,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-18 09:14:00,2025-08-18 19:36,10:22:34,8655,9.0,완속
310,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-18 18:04:00,2025-08-18 19:05,1:01:11,11277,18.0,급속
311,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-18 16:33:00,2025-08-18 18:16,1:43:05,24397,16.0,급속
312,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-18 16:27:00,2025-08-18 18:15,1:47:09,25469,16.0,급속
313,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-18 16:38:00,2025-08-18 18:07,1:29:23,28235,16.0,급속
314,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-18 15:51:00,2025-08-18 16:23,0:32:16,13220,15.0,급속
315,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-18 13:02:00,2025-08-18 13:42,0:40:30,11607,13.0,급속
316,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-18 11:18:00,2025-08-18 11:28,0:10:08,5152,11.0,급속
317,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-18 06:45:00,2025-08-18 7:32,0:47:40,18852,6.0,급속
318,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-18 06:43:00,2025-08-18 6:43,0:00:30,0,6.0,급속
319,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-18 03:05:00,2025-08-18 3:19,0:14:16,5781,3.0,급속
320,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-17 21:02:00,2025-08-17 21:48,0:45:38,18561,21.0,급속
321,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-16 17:19:00,2025-08-17 14:43,21:23:37,18475,17.0,완속
322,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-16 08:00:00,2025-08-16 16:20,8:20:34,3882,8.0,완속
323,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-15 20:59:00,2025-08-16 10:45,13:45:19,9110,20.0,완속
324,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-15 22:50:00,2025-08-15 23:18,0:28:43,8189,22.0,급속
325,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-15 19:20:00,2025-08-15 19:38,0:17:28,6051,19.0,급속
326,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-15 14:38:00,2025-08-15 18:50,4:11:35,2303,14.0,완속
327,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-14 15:51:00,2025-08-14 17:09,1:17:39,29765,15.0,급속
328,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-14 08:25:00,2025-08-14 16:50,8:25:37,7862,8.0,완속
329,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-14 15:44:00,2025-08-14 16:36,0:51:45,3287,15.0,급속
330,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-14 08:51:00,2025-08-14 16:02,7:11:35,5648,8.0,완속
331,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-14 10:26:00,2025-08-14 15:42,5:15:10,5799,10.0,완속
332,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-14 14:36:00,2025-08-14 15:11,0:35:12,10680,14.0,급속
333,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-14 07:42:00,2025-08-14 14:21,6:39:26,6872,7.0,완속
334,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-14 07:45:00,2025-08-14 12:04,4:18:18,5101,7.0,완속
335,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-14 11:13:00,2025-08-14 11:56,0:43:09,2797,11.0,급속
336,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-14 10:21:00,2025-08-14 11:20,0:58:57,9886,10.0,급속
337,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-14 02:40:00,2025-08-14 2:57,0:16:33,6842,2.0,급속
338,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-13 17:42:00,2025-08-13 18:21,0:39:10,12082,17.0,급속
339,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-13 12:32:00,2025-08-13 16:13,3:40:36,4046,12.0,완속
340,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-13 15:40:00,2025-08-13 15:53,0:12:15,2481,15.0,급속
341,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-12 16:41:00,2025-08-13 13:55,21:14:16,19092,16.0,완속
342,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-13 13:00:00,2025-08-13 13:15,0:15:45,2487,13.0,급속
343,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-13 08:33:00,2025-08-13 11:40,3:07:01,2155,8.0,완속
344,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-13 10:12:00,2025-08-13 10:45,0:33:03,15132,10.0,급속
345,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-12 18:01:00,2025-08-12 18:43,0:41:42,14199,18.0,급속
346,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-12 16:49:00,2025-08-12 17:12,0:22:50,3366,16.0,급속
347,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-12 16:38:00,2025-08-12 16:39,0:00:30,11,16.0,완속
348,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-12 16:25:00,2025-08-12 16:35,0:09:06,161,16.0,완속
349,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-12 15:04:00,2025-08-12 16:32,1:28:52,1646,15.0,완속
350,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-12 05:57:00,2025-08-12 14:29,8:31:54,6856,5.0,완속
351,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-12 13:41:00,2025-08-12 14:15,0:33:27,7522,13.0,급속
352,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-12 07:55:00,2025-08-12 9:37,1:41:51,27586,7.0,급속
353,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-12 08:48:00,2025-08-12 9:13,0:25:22,7123,8.0,급속
354,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-11 19:01:00,2025-08-12 8:58,13:57:20,11435,19.0,완속
355,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-11 18:53:00,2025-08-11 19:34,0:41:10,13727,18.0,급속
356,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-11 12:55:00,2025-08-11 18:03,5:08:32,3244,12.0,완속
357,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-11 16:07:00,2025-08-11 17:15,1:08:19,28745,16.0,급속
358,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-11 07:20:00,2025-08-11 12:50,5:29:51,12112,7.0,완속
359,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-11 08:50:00,2025-08-11 9:21,0:30:57,4667,8.0,급속
360,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-11 08:17:00,2025-08-11 9:19,1:01:49,24668,8.0,급속
361,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-11 08:12:00,2025-08-11 8:16,0:04:07,1818,8.0,급속
362,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-11 08:07:00,2025-08-11 8:09,0:01:23,475,8.0,급속
363,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-11 00:23:00,2025-08-11 0:51,0:28:06,9323,0.0,급속
364,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-10 20:25:00,2025-08-10 22:14,1:49:10,1962,20.0,완속
365,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-08 13:44:00,2025-08-10 20:30,54:46:01,23168,13.0,완속
366,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-09 15:54:00,2025-08-10 14:30,22:36:38,20693,15.0,완속
367,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-10 12:43:00,2025-08-10 13:37,0:54:30,24001,12.0,급속
368,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-10 12:43:00,2025-08-10 13:37,0:53:59,10750,12.0,급속
369,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-10 00:16:00,2025-08-10 0:35,0:18:24,6690,0.0,급속
370,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-08 14:43:00,2025-08-09 15:52,25:09:15,11504,14.0,완속
371,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-08 20:39:00,2025-08-08 21:38,0:59:37,12023,20.0,급속
372,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-08 20:42:00,2025-08-08 20:50,0:08:42,4413,20.0,급속
373,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-08 18:49:00,2025-08-08 19:22,0:32:49,8823,18.0,급속
374,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-08 09:38:00,2025-08-08 14:41,5:03:10,4126,9.0,완속
375,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-08 09:30:00,2025-08-08 14:33,5:03:03,5499,9.0,완속
376,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-08 13:23:00,2025-08-08 13:48,0:25:12,5373,13.0,급속
377,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-08 09:38:00,2025-08-08 12:05,2:27:41,2417,9.0,완속
378,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-08 09:52:00,2025-08-08 10:54,1:02:09,10708,9.0,급속
379,1,한전KDN 본사,58322,완속-007-01,,,2025-08-08 9:29,,0,,완속
380,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-08 07:40:00,2025-08-08 9:26,1:45:45,1926,7.0,완속
381,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-08 07:41:00,2025-08-08 9:26,1:45:13,3860,7.0,완속
382,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-07 07:51:00,2025-08-08 9:26,25:34:27,18460,7.0,완속
383,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-07 18:30:00,2025-08-07 19:27,0:57:11,20230,18.0,급속
384,1,한전KDN 본사,58322,완속-007-01,4.0,2025-08-07 09:21:00,2025-08-07 18:46,9:25:25,10192,9.0,완속
385,1,한전KDN 본사,58322,완속-007-01,1.0,2025-08-07 07:46:00,2025-08-07 17:16,9:30:52,5391,7.0,완속
386,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-07 16:24:00,2025-08-07 16:37,0:12:41,8359,16.0,급속
387,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-07 08:10:00,2025-08-07 8:46,0:36:20,13716,8.0,급속
388,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-06 16:08:00,2025-08-06 17:05,0:56:39,28322,16.0,급속
389,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-06 08:35:00,2025-08-06 11:43,3:07:50,2216,8.0,완속
390,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-06 09:33:00,2025-08-06 10:02,0:29:18,9080,9.0,급속
391,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-06 08:57:00,2025-08-06 9:28,0:31:06,15236,8.0,급속
392,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-05 18:06:00,2025-08-06 8:16,14:10:51,3047,18.0,완속
393,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-05 15:09:00,2025-08-05 16:29,1:20:47,11035,15.0,급속
394,1,한전KDN 본사,58322,완속-007-01,2.0,2025-08-04 12:10:00,2025-08-05 16:03,27:53:30,11022,12.0,완속
395,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-05 15:30:00,2025-08-05 16:02,0:31:42,7404,15.0,급속
396,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-05 15:08:00,2025-08-05 15:40,0:32:13,14365,15.0,급속
397,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-05 12:50:00,2025-08-05 13:37,0:47:49,20129,12.0,급속
398,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-05 10:31:00,2025-08-05 11:04,0:33:47,11742,10.0,급속
399,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-29 18:52:00,2025-08-05 10:19,159:27:01,15395,18.0,완속
400,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-05 08:25:00,2025-08-05 9:35,1:09:46,27909,8.0,급속
401,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-04 18:38:00,2025-08-04 19:01,0:23:31,5087,18.0,급속
402,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-04 18:26:00,2025-08-04 19:00,0:33:19,8348,18.0,급속
403,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-04 13:16:00,2025-08-04 18:40,5:23:14,6083,13.0,완속
404,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-04 16:52:00,2025-08-04 17:44,0:51:38,23568,16.0,급속
405,1,한전KDN 본사,58322,급속-100-01,1.0,2025-08-04 16:53:00,2025-08-04 16:57,0:04:24,1478,16.0,급속
406,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-04 07:48:00,2025-08-04 11:53,4:05:40,9015,7.0,완속
407,1,한전KDN 본사,58322,급속-100-01,2.0,2025-08-04 09:47:00,2025-08-04 10:21,0:34:00,10170,9.0,급속
408,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-04 08:41:00,2025-08-04 9:14,0:32:43,6367,8.0,급속
409,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-04 01:01:00,2025-08-04 2:14,1:13:09,35414,1.0,급속
410,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-03 21:38:00,2025-08-03 22:59,1:20:58,11097,21.0,급속
411,1,한전KDN 본사,58322,완속-007-01,5.0,2025-08-03 14:30:00,2025-08-03 20:28,5:57:47,12963,14.0,완속
412,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-03 10:05:00,2025-08-03 10:45,0:39:31,11919,10.0,급속
413,1,한전KDN 본사,58322,급속-200-01,2.0,2025-08-03 00:40:00,2025-08-03 0:50,0:10:14,4007,0.0,급속
414,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-01 21:19:00,2025-08-01 21:43,0:24:13,8949,21.0,급속
415,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-01 18:29:00,2025-08-01 18:54,0:25:07,10434,18.0,급속
416,1,한전KDN 본사,58322,완속-007-01,3.0,2025-08-01 08:34:00,2025-08-01 12:19,3:45:04,4170,8.0,완속
