soc_now,current_hour,current_month,outside_temperature,charging_type,target_soc,load_score,charging_load,charging_fee,charging_speed,recommended_delay_hour
63,12,9,4,급속,88,1,21800.729927007294,12676.586206896553,0.0,2
10,6,4,21,완속,80,0,228.67518248175185,21824.5,4.638414975272287,0
15,6,1,15,완속,65,0,228.67518248175185,21824.5,4.638414975272287,0
52,8,9,10,급속,95,1,13693.722627737228,11117.287671232876,0.0,0
81,16,12,9,급속,68,2,21504.3795620438,11396.470588235294,0.0,5
62,20,11,34,급속,82,2,12761.60583941606,13008.4375,0.0,5
56,1,9,20,급속,62,0,2484.6715328467158,9582.666666666666,0.0,0
89,13,7,35,급속,75,1,21090.218978102188,12984.285714285714,0.0,4
33,19,4,11,완속,99,2,2503.956204379562,13791.07142857143,4.638414975272287,3
53,16,4,-8,급속,74,2,21504.3795620438,11396.470588235294,0.0,5
76,16,7,2,완속,77,2,1889.412408759124,8598.652173913044,4.638414975272287,3
41,6,4,-9,완속,60,0,228.67518248175185,21824.5,4.638414975272287,1
14,7,12,23,급속,72,0,9891.970802919708,16625.809523809523,0.0,0
36,17,7,14,완속,98,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
59,0,2,3,완속,91,0,680.1240875912408,6223.0,4.638414975272287,0
72,22,5,5,완속,94,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
22,3,7,10,완속,74,0,177.32481751824818,0.0,4.638414975272287,0
77,13,11,6,완속,60,1,1061.036496350365,6093.153846153846,4.638414975272287,0
78,23,7,11,급속,70,0,4851.240875912409,5016.0,0.0,0
64,7,1,19,완속,88,0,392.536496350365,9388.360655737704,4.638414975272287,0
67,13,10,8,급속,95,1,21090.218978102188,12984.285714285714,0.0,2
31,11,8,37,완속,98,1,971.543795620438,3664.714285714286,4.638414975272287,0
55,9,8,14,급속,77,1,16308.61313868613,13502.534246575342,0.0,2
10,15,11,8,완속,93,1,1583.302919708029,7393.829268292683,4.638414975272287,0
12,16,10,2,완속,78,2,1889.412408759124,8598.652173913044,4.638414975272287,0
81,4,6,1,급속,82,0,2609.0510948905107,4826.0,0.0,0
77,9,11,14,급속,78,1,16308.61313868613,13502.534246575342,0.0,2
65,19,3,-2,완속,91,2,2503.956204379562,13791.07142857143,4.638414975272287,3
75,18,2,18,급속,75,2,17997.080291970804,11109.414634146342,0.0,5
76,15,11,0,급속,71,1,21822.481751824816,11311.535714285714,0.0,2
61,22,2,-3,완속,70,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
66,8,3,34,급속,81,1,13693.722627737228,11117.287671232876,0.0,2
29,18,11,32,급속,97,2,17997.080291970804,11109.414634146342,0.0,7
80,3,7,16,완속,60,0,177.32481751824818,0.0,4.638414975272287,0
58,20,7,-10,완속,74,2,2199.098540145985,11149.0,4.638414975272287,3
45,22,10,3,완속,67,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
88,18,9,15,급속,86,2,17997.080291970804,11109.414634146342,0.0,5
19,17,8,-5,급속,71,2,20048.029197080294,10052.12,0.0,0
83,2,5,23,급속,72,0,1900.14598540146,9863.0,0.0,0
20,15,7,16,급속,73,1,21822.481751824816,11311.535714285714,0.0,2
78,11,12,-2,완속,67,1,971.543795620438,3664.714285714286,4.638414975272287,0
50,22,4,24,급속,96,0,7380.291970802919,14288.8,0.0,0
60,14,7,24,급속,99,1,21480.14598540146,11760.470588235294,0.0,2
36,11,7,24,급속,82,1,20353.284671532845,7625.88679245283,0.0,2
37,0,2,13,급속,63,0,3240.43795620438,7813.111111111111,0.0,0
24,17,8,30,완속,84,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
60,22,11,28,급속,86,0,7380.291970802919,14288.8,0.0,0
86,15,3,6,급속,92,1,21822.481751824816,11311.535714285714,0.0,2
74,17,4,26,완속,73,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
72,0,11,22,급속,67,0,3240.43795620438,7813.111111111111,0.0,0
72,20,2,24,완속,74,2,2199.098540145985,11149.0,4.638414975272287,3
17,13,11,16,완속,65,1,1061.036496350365,6093.153846153846,4.638414975272287,0
38,3,7,34,완속,68,0,177.32481751824818,0.0,4.638414975272287,0
16,15,10,2,급속,98,1,21822.481751824816,11311.535714285714,0.0,0
51,21,2,19,급속,83,2,9896.496350364963,11003.153846153846,0.0,3
52,21,5,26,완속,96,2,2069.4963503649637,6730.16,4.638414975272287,3
56,7,3,-5,급속,64,0,9891.970802919708,16625.809523809523,0.0,1
81,22,2,31,완속,98,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
54,5,9,11,완속,60,0,135.63138686131387,6856.0,4.638414975272287,0
88,22,9,9,급속,83,0,7380.291970802919,14288.8,0.0,0
64,15,6,37,급속,82,1,21822.481751824816,11311.535714285714,0.0,4
79,11,5,-9,완속,97,1,971.543795620438,3664.714285714286,4.638414975272287,0
38,13,1,7,급속,95,1,21090.218978102188,12984.285714285714,0.0,2
89,20,5,24,급속,74,2,12761.60583941606,13008.4375,0.0,3
36,5,8,21,완속,62,0,135.63138686131387,6856.0,4.638414975272287,0
88,1,2,-3,급속,84,0,2484.6715328467158,9582.666666666666,0.0,0
81,15,1,-6,완속,97,1,1583.302919708029,7393.829268292683,4.638414975272287,0
23,13,8,36,완속,77,1,1061.036496350365,6093.153846153846,4.638414975272287,0
58,9,5,19,급속,80,1,16308.61313868613,13502.534246575342,0.0,2
39,18,1,30,급속,65,2,17997.080291970804,11109.414634146342,0.0,5
20,3,4,10,완속,69,0,177.32481751824818,0.0,4.638414975272287,0
80,16,9,18,급속,86,2,21504.3795620438,11396.470588235294,0.0,5
87,13,5,30,급속,93,1,21090.218978102188,12984.285714285714,0.0,2
15,5,5,21,급속,78,0,4160.14598540146,0.0,0.0,0
71,5,5,32,완속,87,0,135.63138686131387,6856.0,4.638414975272287,0
63,13,1,-10,완속,71,1,1061.036496350365,6093.153846153846,4.638414975272287,0
75,16,3,28,급속,84,2,21504.3795620438,11396.470588235294,0.0,5
40,5,9,11,완속,97,0,135.63138686131387,6856.0,4.638414975272287,0
67,15,2,-9,완속,93,1,1583.302919708029,7393.829268292683,4.638414975272287,0
46,17,5,2,완속,60,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
37,6,2,-1,급속,75,0,7192.846715328467,9158.0,0.0,0
65,8,1,-5,완속,95,1,656.007299270073,6261.8421052631575,4.638414975272287,0
63,9,6,35,급속,68,1,16308.61313868613,13502.534246575342,0.0,4
66,13,10,9,급속,94,1,21090.218978102188,12984.285714285714,0.0,2
60,22,7,0,완속,89,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
44,4,10,-5,완속,96,0,126.97080291970804,0.0,4.638414975272287,0
53,20,11,26,완속,94,2,2199.098540145985,11149.0,4.638414975272287,3
38,3,7,-1,급속,87,0,1743.3576642335763,8935.75,0.0,0
88,13,1,-5,완속,68,1,1061.036496350365,6093.153846153846,4.638414975272287,0
67,8,12,23,완속,61,1,656.007299270073,6261.8421052631575,4.638414975272287,0
74,18,1,-2,급속,73,2,17997.080291970804,11109.414634146342,0.0,5
57,2,3,22,급속,83,0,1900.14598540146,9863.0,0.0,0
83,1,2,35,급속,75,0,2484.6715328467158,9582.666666666666,0.0,2
62,13,6,35,급속,77,1,21090.218978102188,12984.285714285714,0.0,4
63,4,11,6,완속,74,0,126.97080291970804,0.0,4.638414975272287,0
20,1,4,22,급속,95,0,2484.6715328467158,9582.666666666666,0.0,0
13,6,7,8,완속,72,0,228.67518248175185,21824.5,4.638414975272287,0
81,6,3,8,완속,79,0,228.67518248175185,21824.5,4.638414975272287,1
55,17,9,21,완속,65,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
70,14,4,7,완속,75,1,1269.0182481751824,5797.65625,4.638414975272287,0
72,6,10,16,급속,93,0,7192.846715328467,9158.0,0.0,0
62,0,2,10,완속,88,0,680.1240875912408,6223.0,4.638414975272287,0
68,21,11,-8,완속,61,2,2069.4963503649637,6730.16,4.638414975272287,3
58,15,1,0,급속,74,1,21822.481751824816,11311.535714285714,0.0,2
35,13,4,11,급속,67,1,21090.218978102188,12984.285714285714,0.0,2
52,19,3,21,완속,71,2,2503.956204379562,13791.07142857143,4.638414975272287,3
71,8,5,8,급속,73,1,13693.722627737228,11117.287671232876,0.0,0
32,6,3,15,급속,64,0,7192.846715328467,9158.0,0.0,0
29,3,7,-7,급속,98,0,1743.3576642335763,8935.75,0.0,0
89,2,1,6,급속,95,0,1900.14598540146,9863.0,0.0,0
21,4,5,-10,완속,60,0,126.97080291970804,0.0,4.638414975272287,0
70,0,2,31,급속,79,0,3240.43795620438,7813.111111111111,0.0,2
20,3,8,18,급속,80,0,1743.3576642335763,8935.75,0.0,0
76,14,12,-2,급속,97,1,21480.14598540146,11760.470588235294,0.0,2
64,5,2,33,급속,79,0,4160.14598540146,0.0,0.0,2
26,7,8,10,급속,65,0,9891.970802919708,16625.809523809523,0.0,1
67,5,7,25,급속,81,0,4160.14598540146,0.0,0.0,0
28,22,5,-2,완속,69,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
45,4,3,7,완속,94,0,126.97080291970804,0.0,4.638414975272287,0
89,20,9,-9,급속,89,2,12761.60583941606,13008.4375,0.0,3
73,11,6,-3,완속,71,1,971.543795620438,3664.714285714286,4.638414975272287,0
87,23,1,35,완속,60,0,1732.5766423357663,4524.6,4.638414975272287,0
54,17,10,0,완속,99,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
59,1,7,26,완속,83,0,531.7189781021898,0.0,4.638414975272287,0
32,11,11,11,급속,74,1,20353.284671532845,7625.88679245283,0.0,2
46,17,1,15,급속,65,2,20048.029197080294,10052.12,0.0,5
57,1,10,19,급속,81,0,2484.6715328467158,9582.666666666666,0.0,0
12,21,12,18,급속,97,2,9896.496350364963,11003.153846153846,0.0,0
31,8,12,15,급속,92,1,13693.722627737228,11117.287671232876,0.0,0
57,21,5,-2,급속,64,2,9896.496350364963,11003.153846153846,0.0,3
19,5,9,10,급속,86,0,4160.14598540146,0.0,0.0,0
86,8,7,-3,완속,77,1,656.007299270073,6261.8421052631575,4.638414975272287,0
75,17,8,4,급속,84,2,20048.029197080294,10052.12,0.0,5
53,6,11,9,완속,95,0,228.67518248175185,21824.5,4.638414975272287,1
48,7,6,27,급속,91,0,9891.970802919708,16625.809523809523,0.0,1
16,18,6,-6,급속,87,2,17997.080291970804,11109.414634146342,0.0,0
48,0,10,12,급속,73,0,3240.43795620438,7813.111111111111,0.0,0
44,13,8,13,급속,65,1,21090.218978102188,12984.285714285714,0.0,2
44,16,10,27,완속,86,2,1889.412408759124,8598.652173913044,4.638414975272287,3
89,23,10,-10,완속,78,0,1732.5766423357663,4524.6,4.638414975272287,0
61,3,5,0,급속,97,0,1743.3576642335763,8935.75,0.0,0
26,18,12,30,완속,69,2,2701.284671532847,11538.945945945949,4.638414975272287,3
36,11,1,11,완속,61,1,971.543795620438,3664.714285714286,4.638414975272287,0
18,16,11,-4,완속,90,2,1889.412408759124,8598.652173913044,4.638414975272287,0
48,3,3,-9,완속,68,0,177.32481751824818,0.0,4.638414975272287,0
13,18,10,11,완속,63,2,2701.284671532847,11538.945945945949,4.638414975272287,0
46,2,6,-7,완속,72,0,332.7554744525547,8723.0,4.638414975272287,0
40,3,1,20,급속,62,0,1743.3576642335763,8935.75,0.0,0
28,5,4,16,완속,62,0,135.63138686131387,6856.0,4.638414975272287,0
63,20,10,10,완속,66,2,2199.098540145985,11149.0,4.638414975272287,3
28,13,12,23,완속,81,1,1061.036496350365,6093.153846153846,4.638414975272287,0
88,23,10,-9,급속,86,0,4851.240875912409,5016.0,0.0,0
18,13,5,3,급속,82,1,21090.218978102188,12984.285714285714,0.0,0
32,13,4,14,급속,88,1,21090.218978102188,12984.285714285714,0.0,2
77,10,2,36,급속,87,1,17989.48905109489,10217.520547945203,0.0,4
77,19,5,28,완속,94,2,2503.956204379562,13791.07142857143,4.638414975272287,3
55,17,2,-5,완속,86,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
74,14,8,19,급속,73,1,21480.14598540146,11760.470588235294,0.0,2
75,14,6,18,완속,69,1,1269.0182481751824,5797.65625,4.638414975272287,0
89,3,7,19,급속,70,0,1743.3576642335763,8935.75,0.0,0
17,11,12,19,완속,62,1,971.543795620438,3664.714285714286,4.638414975272287,0
41,1,5,30,완속,92,0,531.7189781021898,0.0,4.638414975272287,0
12,15,3,27,완속,94,1,1583.302919708029,7393.829268292683,4.638414975272287,0
89,2,9,26,완속,76,0,332.7554744525547,8723.0,4.638414975272287,0
61,3,4,16,급속,89,0,1743.3576642335763,8935.75,0.0,0
40,7,5,1,완속,79,0,392.536496350365,9388.360655737704,4.638414975272287,0
69,8,10,-5,급속,79,1,13693.722627737228,11117.287671232876,0.0,0
40,17,5,29,급속,92,2,20048.029197080294,10052.12,0.0,5
74,23,5,18,급속,63,0,4851.240875912409,5016.0,0.0,0
13,16,1,26,급속,67,2,21504.3795620438,11396.470588235294,0.0,0
82,13,10,21,급속,89,1,21090.218978102188,12984.285714285714,0.0,2
22,8,1,10,급속,67,1,13693.722627737228,11117.287671232876,0.0,0
64,12,12,9,완속,95,1,990.9343065693432,4772.685714285714,4.638414975272287,0
25,4,2,-1,급속,92,0,2609.0510948905107,4826.0,0.0,0
46,23,3,14,완속,76,0,1732.5766423357663,4524.6,4.638414975272287,0
59,17,5,29,급속,64,2,20048.029197080294,10052.12,0.0,5
24,14,2,14,급속,95,1,21480.14598540146,11760.470588235294,0.0,2
44,0,6,9,완속,81,0,680.1240875912408,6223.0,4.638414975272287,0
14,10,8,12,급속,88,1,17989.48905109489,10217.520547945203,0.0,0
60,18,8,-4,급속,99,2,17997.080291970804,11109.414634146342,0.0,5
43,10,11,19,급속,72,1,17989.48905109489,10217.520547945203,0.0,2
85,21,4,32,급속,64,2,9896.496350364963,11003.153846153846,0.0,5
68,17,5,37,완속,96,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
43,0,2,-1,완속,61,0,680.1240875912408,6223.0,4.638414975272287,0
50,7,8,18,급속,86,0,9891.970802919708,16625.809523809523,0.0,1
14,17,1,27,급속,78,2,20048.029197080294,10052.12,0.0,0
22,5,3,28,급속,65,0,4160.14598540146,0.0,0.0,0
40,18,5,22,완속,62,2,2701.284671532847,11538.945945945949,4.638414975272287,3
63,1,1,-4,완속,78,0,531.7189781021898,0.0,4.638414975272287,0
54,6,1,6,완속,62,0,228.67518248175185,21824.5,4.638414975272287,1
39,13,10,16,완속,81,1,1061.036496350365,6093.153846153846,4.638414975272287,0
13,3,1,9,완속,81,0,177.32481751824818,0.0,4.638414975272287,0
31,18,1,-7,급속,98,2,17997.080291970804,11109.414634146342,0.0,5
24,19,3,-2,완속,76,2,2503.956204379562,13791.07142857143,4.638414975272287,3
66,13,4,5,급속,62,1,21090.218978102188,12984.285714285714,0.0,2
79,2,5,35,완속,98,0,332.7554744525547,8723.0,4.638414975272287,0
24,0,1,32,급속,60,0,3240.43795620438,7813.111111111111,0.0,2
51,11,6,30,완속,90,1,971.543795620438,3664.714285714286,4.638414975272287,0
28,20,6,-5,완속,91,2,2199.098540145985,11149.0,4.638414975272287,3
71,7,5,-5,급속,77,0,9891.970802919708,16625.809523809523,0.0,1
59,5,5,2,급속,80,0,4160.14598540146,0.0,0.0,0
42,22,8,14,완속,70,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
70,20,3,20,급속,99,2,12761.60583941606,13008.4375,0.0,3
49,6,7,23,완속,60,0,228.67518248175185,21824.5,4.638414975272287,1
80,16,1,-5,급속,89,2,21504.3795620438,11396.470588235294,0.0,5
78,0,1,26,완속,95,0,680.1240875912408,6223.0,4.638414975272287,0
29,16,6,-1,급속,72,2,21504.3795620438,11396.470588235294,0.0,5
12,18,12,15,급속,63,2,17997.080291970804,11109.414634146342,0.0,0
18,9,1,34,급속,79,1,16308.61313868613,13502.534246575342,0.0,0
38,22,8,17,완속,61,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
12,19,10,16,완속,81,2,2503.956204379562,13791.07142857143,4.638414975272287,0
15,13,12,27,급속,77,1,21090.218978102188,12984.285714285714,0.0,0
15,7,3,4,급속,78,0,9891.970802919708,16625.809523809523,0.0,0
69,0,6,21,완속,76,0,680.1240875912408,6223.0,4.638414975272287,0
74,19,6,3,급속,99,2,15616.058394160584,13773.162162162162,0.0,5
15,18,3,6,완속,63,2,2701.284671532847,11538.945945945949,4.638414975272287,0
22,23,6,31,급속,93,0,4851.240875912409,5016.0,0.0,2
73,13,7,23,완속,84,1,1061.036496350365,6093.153846153846,4.638414975272287,0
55,7,12,9,완속,62,0,392.536496350365,9388.360655737704,4.638414975272287,0
73,22,6,33,완속,92,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
59,21,12,6,완속,60,2,2069.4963503649637,6730.16,4.638414975272287,3
18,9,11,16,급속,71,1,16308.61313868613,13502.534246575342,0.0,0
75,6,6,-9,급속,77,0,7192.846715328467,9158.0,0.0,0
65,9,12,31,급속,83,1,16308.61313868613,13502.534246575342,0.0,4
30,19,1,8,급속,80,2,15616.058394160584,13773.162162162162,0.0,5
31,16,1,32,완속,70,2,1889.412408759124,8598.652173913044,4.638414975272287,3
18,4,4,37,완속,74,0,126.97080291970804,0.0,4.638414975272287,0
15,20,5,-7,완속,92,2,2199.098540145985,11149.0,4.638414975272287,0
71,3,6,12,완속,96,0,177.32481751824818,0.0,4.638414975272287,0
82,14,5,32,완속,92,1,1269.0182481751824,5797.65625,4.638414975272287,0
55,23,6,0,완속,67,0,1732.5766423357663,4524.6,4.638414975272287,0
52,3,7,11,급속,68,0,1743.3576642335763,8935.75,0.0,0
27,21,10,32,완속,66,2,2069.4963503649637,6730.16,4.638414975272287,3
51,23,6,24,완속,81,0,1732.5766423357663,4524.6,4.638414975272287,0
35,9,6,4,완속,74,1,764.0474452554745,6252.142857142857,4.638414975272287,0
22,17,9,34,완속,70,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
71,11,4,-3,완속,63,1,971.543795620438,3664.714285714286,4.638414975272287,0
88,11,3,-4,급속,62,1,20353.284671532845,7625.88679245283,0.0,2
64,9,10,27,완속,95,1,764.0474452554745,6252.142857142857,4.638414975272287,0
42,7,11,0,급속,71,0,9891.970802919708,16625.809523809523,0.0,1
23,12,2,19,급속,97,1,21800.729927007294,12676.586206896553,0.0,2
11,14,11,15,완속,64,1,1269.0182481751824,5797.65625,4.638414975272287,0
87,7,11,25,급속,92,0,9891.970802919708,16625.809523809523,0.0,1
21,0,6,23,완속,68,0,680.1240875912408,6223.0,4.638414975272287,0
67,8,7,7,완속,93,1,656.007299270073,6261.8421052631575,4.638414975272287,0
23,20,3,9,급속,61,2,12761.60583941606,13008.4375,0.0,3
82,0,2,-3,급속,62,0,3240.43795620438,7813.111111111111,0.0,0
15,6,12,26,완속,79,0,228.67518248175185,21824.5,4.638414975272287,0
89,7,9,26,급속,94,0,9891.970802919708,16625.809523809523,0.0,1
22,12,1,18,급속,93,1,21800.729927007294,12676.586206896553,0.0,2
13,15,10,5,급속,80,1,21822.481751824816,11311.535714285714,0.0,0
20,18,10,32,급속,77,2,17997.080291970804,11109.414634146342,0.0,7
78,21,10,19,급속,87,2,9896.496350364963,11003.153846153846,0.0,3
11,3,1,-2,완속,76,0,177.32481751824818,0.0,4.638414975272287,0
68,22,11,35,급속,82,0,7380.291970802919,14288.8,0.0,2
82,3,7,-8,완속,87,0,177.32481751824818,0.0,4.638414975272287,0
81,4,11,29,완속,67,0,126.97080291970804,0.0,4.638414975272287,0
82,18,5,1,급속,74,2,17997.080291970804,11109.414634146342,0.0,5
56,15,4,15,급속,77,1,21822.481751824816,11311.535714285714,0.0,2
80,8,12,30,완속,81,1,656.007299270073,6261.8421052631575,4.638414975272287,0
45,19,8,-9,급속,60,2,15616.058394160584,13773.162162162162,0.0,5
34,16,8,20,완속,97,2,1889.412408759124,8598.652173913044,4.638414975272287,3
39,9,6,8,급속,92,1,16308.61313868613,13502.534246575342,0.0,2
32,2,2,31,완속,90,0,332.7554744525547,8723.0,4.638414975272287,0
21,7,6,37,완속,64,0,392.536496350365,9388.360655737704,4.638414975272287,0
45,2,6,9,급속,77,0,1900.14598540146,9863.0,0.0,0
20,4,6,22,완속,68,0,126.97080291970804,0.0,4.638414975272287,0
75,6,11,0,완속,65,0,228.67518248175185,21824.5,4.638414975272287,1
30,17,4,22,완속,67,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
36,21,4,35,완속,71,2,2069.4963503649637,6730.16,4.638414975272287,3
72,18,2,2,급속,85,2,17997.080291970804,11109.414634146342,0.0,5
62,17,4,19,급속,84,2,20048.029197080294,10052.12,0.0,5
84,23,5,-4,급속,63,0,4851.240875912409,5016.0,0.0,0
55,13,9,30,급속,66,1,21090.218978102188,12984.285714285714,0.0,2
40,4,7,33,완속,61,0,126.97080291970804,0.0,4.638414975272287,0
79,15,10,9,급속,68,1,21822.481751824816,11311.535714285714,0.0,2
79,7,3,13,급속,60,0,9891.970802919708,16625.809523809523,0.0,1
80,18,5,26,완속,62,2,2701.284671532847,11538.945945945949,4.638414975272287,3
56,8,12,18,완속,84,1,656.007299270073,6261.8421052631575,4.638414975272287,0
87,10,5,34,완속,68,1,865.3175182481751,6055.105263157895,4.638414975272287,0
82,6,6,23,급속,99,0,7192.846715328467,9158.0,0.0,0
12,18,8,-9,급속,69,2,17997.080291970804,11109.414634146342,0.0,0
12,1,8,12,완속,91,0,531.7189781021898,0.0,4.638414975272287,0
24,19,3,27,급속,84,2,15616.058394160584,13773.162162162162,0.0,5
37,17,2,15,급속,68,2,20048.029197080294,10052.12,0.0,5
32,6,7,5,완속,88,0,228.67518248175185,21824.5,4.638414975272287,1
55,3,3,5,급속,96,0,1743.3576642335763,8935.75,0.0,0
78,22,6,11,완속,78,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
73,18,11,33,완속,79,2,2701.284671532847,11538.945945945949,4.638414975272287,3
79,12,9,33,완속,69,1,990.9343065693432,4772.685714285714,4.638414975272287,0
75,17,11,11,완속,99,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
51,13,8,17,급속,65,1,21090.218978102188,12984.285714285714,0.0,2
89,12,11,17,급속,63,1,21800.729927007294,12676.586206896553,0.0,2
29,22,9,28,급속,70,0,7380.291970802919,14288.8,0.0,0
62,21,1,24,급속,71,2,9896.496350364963,11003.153846153846,0.0,3
55,12,12,1,급속,72,1,21800.729927007294,12676.586206896553,0.0,2
40,8,6,-9,급속,78,1,13693.722627737228,11117.287671232876,0.0,0
46,4,3,-6,급속,83,0,2609.0510948905107,4826.0,0.0,0
89,6,10,10,완속,79,0,228.67518248175185,21824.5,4.638414975272287,1
38,9,7,-2,완속,82,1,764.0474452554745,6252.142857142857,4.638414975272287,0
46,9,5,34,완속,63,1,764.0474452554745,6252.142857142857,4.638414975272287,0
80,4,9,1,급속,84,0,2609.0510948905107,4826.0,0.0,0
45,10,1,20,급속,66,1,17989.48905109489,10217.520547945203,0.0,2
82,7,7,26,완속,74,0,392.536496350365,9388.360655737704,4.638414975272287,0
12,19,1,30,완속,87,2,2503.956204379562,13791.07142857143,4.638414975272287,0
65,6,10,20,급속,73,0,7192.846715328467,9158.0,0.0,0
26,14,5,13,완속,97,1,1269.0182481751824,5797.65625,4.638414975272287,0
80,11,5,3,완속,99,1,971.543795620438,3664.714285714286,4.638414975272287,0
30,23,3,34,완속,64,0,1732.5766423357663,4524.6,4.638414975272287,0
58,11,1,-3,급속,66,1,20353.284671532845,7625.88679245283,0.0,2
27,11,6,20,급속,82,1,20353.284671532845,7625.88679245283,0.0,2
50,19,9,-7,완속,77,2,2503.956204379562,13791.07142857143,4.638414975272287,3
17,12,3,-4,급속,86,1,21800.729927007294,12676.586206896553,0.0,0
52,11,10,2,완속,84,1,971.543795620438,3664.714285714286,4.638414975272287,0
64,10,10,-7,급속,80,1,17989.48905109489,10217.520547945203,0.0,2
51,0,1,1,급속,93,0,3240.43795620438,7813.111111111111,0.0,0
54,1,6,29,완속,82,0,531.7189781021898,0.0,4.638414975272287,0
75,20,5,13,완속,93,2,2199.098540145985,11149.0,4.638414975272287,3
76,13,9,36,급속,81,1,21090.218978102188,12984.285714285714,0.0,4
18,16,1,17,완속,85,2,1889.412408759124,8598.652173913044,4.638414975272287,0
40,21,7,0,급속,79,2,9896.496350364963,11003.153846153846,0.0,3
39,5,5,0,급속,64,0,4160.14598540146,0.0,0.0,0
65,20,6,35,급속,85,2,12761.60583941606,13008.4375,0.0,5
66,15,3,-3,완속,62,1,1583.302919708029,7393.829268292683,4.638414975272287,0
62,16,5,0,완속,68,2,1889.412408759124,8598.652173913044,4.638414975272287,3
75,1,3,1,완속,77,0,531.7189781021898,0.0,4.638414975272287,0
59,10,1,32,완속,70,1,865.3175182481751,6055.105263157895,4.638414975272287,0
72,16,12,35,완속,76,2,1889.412408759124,8598.652173913044,4.638414975272287,3
72,23,12,31,급속,67,0,4851.240875912409,5016.0,0.0,2
60,20,12,-7,완속,67,2,2199.098540145985,11149.0,4.638414975272287,3
59,21,8,1,완속,88,2,2069.4963503649637,6730.16,4.638414975272287,3
57,11,10,10,완속,73,1,971.543795620438,3664.714285714286,4.638414975272287,0
57,23,11,-9,완속,91,0,1732.5766423357663,4524.6,4.638414975272287,0
61,4,1,-7,급속,98,0,2609.0510948905107,4826.0,0.0,0
67,14,6,8,완속,75,1,1269.0182481751824,5797.65625,4.638414975272287,0
31,7,8,0,급속,70,0,9891.970802919708,16625.809523809523,0.0,1
33,14,9,-4,급속,92,1,21480.14598540146,11760.470588235294,0.0,2
89,22,4,15,완속,91,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
24,0,10,26,완속,99,0,680.1240875912408,6223.0,4.638414975272287,0
17,12,6,25,급속,73,1,21800.729927007294,12676.586206896553,0.0,0
47,19,8,6,완속,71,2,2503.956204379562,13791.07142857143,4.638414975272287,3
39,11,12,26,완속,96,1,971.543795620438,3664.714285714286,4.638414975272287,0
82,21,2,-2,급속,66,2,9896.496350364963,11003.153846153846,0.0,3
28,2,2,33,완속,72,0,332.7554744525547,8723.0,4.638414975272287,0
39,5,9,14,완속,62,0,135.63138686131387,6856.0,4.638414975272287,0
55,4,1,-10,급속,66,0,2609.0510948905107,4826.0,0.0,0
80,20,11,31,완속,60,2,2199.098540145985,11149.0,4.638414975272287,3
24,18,10,22,급속,65,2,17997.080291970804,11109.414634146342,0.0,5
10,19,8,16,완속,99,2,2503.956204379562,13791.07142857143,4.638414975272287,0
65,0,7,26,급속,91,0,3240.43795620438,7813.111111111111,0.0,0
61,6,1,14,완속,60,0,228.67518248175185,21824.5,4.638414975272287,1
21,16,10,3,급속,79,2,21504.3795620438,11396.470588235294,0.0,5
12,23,6,8,완속,64,0,1732.5766423357663,4524.6,4.638414975272287,0
38,13,9,11,완속,71,1,1061.036496350365,6093.153846153846,4.638414975272287,0
78,4,12,-8,완속,90,0,126.97080291970804,0.0,4.638414975272287,0
25,15,3,-2,완속,67,1,1583.302919708029,7393.829268292683,4.638414975272287,0
75,22,10,16,급속,86,0,7380.291970802919,14288.8,0.0,0
76,8,2,4,급속,81,1,13693.722627737228,11117.287671232876,0.0,0
38,5,1,25,급속,77,0,4160.14598540146,0.0,0.0,0
16,18,2,9,급속,66,2,17997.080291970804,11109.414634146342,0.0,0
17,18,5,13,완속,93,2,2701.284671532847,11538.945945945949,4.638414975272287,0
82,14,2,-2,급속,76,1,21480.14598540146,11760.470588235294,0.0,2
61,1,3,19,완속,95,0,531.7189781021898,0.0,4.638414975272287,0
63,1,9,25,완속,78,0,531.7189781021898,0.0,4.638414975272287,0
52,18,9,33,완속,89,2,2701.284671532847,11538.945945945949,4.638414975272287,3
71,23,4,34,급속,81,0,4851.240875912409,5016.0,0.0,2
